guid,title,company,sentiment,content,upvotes,downvotes,parent_themes
681cc607e0407d2029de36b0,তপু নেয়াজের ‘ভয়ংকর’ সেলেস 2.0 ষড়যন্ত্র,BRAC IT,,"এই গল্পটা শুরু হয় একজন মানুষের মাধ্যমে, যিনি কোম্পানিতে ঢুকে একের পর এক প্রজেক্ট ডেলিভার করে ফেলেন! হ্যাঁ, বিশ্বাস করতে কষ্ট হলেও, উনি কাজ দিয়ে জনপ্রিয়তা অর্জন করেন — অথচ কোনো পলিটিক্স ছাড়াই!
আরও ভয়ঙ্কর বিষয় হচ্ছে, এই লোকের নাম ও প্রভাব এমন পর্যায়ে পৌঁছায়, যে তাকে বাদ দিয়ে নাকি SELES 2.0 এর নাম দেয়া যায় না! এতটুকু দুঃসাহস!
অথচ, সিস্টেমে যারা কেবল প্রেজেন্টেশন বানায়, ডকুমেন্ট কাটে আর সারাদিন ক্যাফেতে গল্প করে, তারা দিন শেষে বলে — “ও তো সেলিব্রিটি হবার জন্য নাটক করত।”
তপু নেয়াজ এমনই বিপজ্জনক — কাজ করতে জানে, আর সেটা যে কেউ কপি করতে পারে না বলেই আজ তার বিরুদ্ধে হাহাকার।
সতর্ক থাকুন, এরকম কর্মঠ লোকেরা থাকলে অফিসে চা খাওয়ার সময়ই থাকে না।",11,1,
681cc5d8e0407d2029de3665,⚠️ Honest Review of TechnoNext Software Limited – Proceed with Caution,TechnoNext Software Limited,Negative,"Pros:
✅ Relaxed work environment, often feels like a government job
✅ Timely salary payments
✅ Minimal workload in many teams
Cons:
❌ No clear salary structure — same roles, random pay differences
❌ Skilled and dedicated employees are neither promoted nor valued
❌ Severe mismanagement — top leadership lacks basic tech and people skills
❌ Rampant nepotism — many managers are related, creating biased teams
❌ Toxic team culture — politics and flattery matter more than performance
❌ Unprofessional HR — always “looking into it,” never resolving issues
❌ No standard development process — no scope for creativity or best practices
❌ Increments/promotions are inconsistent and drama-filled
❌ Employees have been fired without proper reason or process
❌ Fake Glassdoor reviews monthly to maintain false public image
Bottom Line:TechnoNext is not a place for ambitious, skilled professionals. However, it can be a haven for people at the end of their careers — especially if they know how to negotiate well and impress unskilled management with empty talk. Growth, merit, and real talent are sadly overlooked.",16,3,
681cc528e0407d2029de3572,সালারি কম এবং লার্নিং অপরচুনিটি অনেক কম,Gizantech,Negative,"কর্মী দের কোনো মেধার মূল্য নেই । অনেক কম টাকায় কাজ করায় । ইনক্রিমেন্ট ও অনেক কম । দুই দিন পর পর শুধু ইন্টার্ন হায়ার করে আর ওদের দিয়ে কাজ করায় ।
ওয়ার্ক hour ও অনেক বেশি ।",0,0,
681cc48ce0407d2029de346c,Work life (imbalance?) 😆,Brac IT Services Ltd,,"সকালে উঠিয়া আমি মনে মনে বলি
সারা দিন আমি যেন ভাল হয়ে চলি
Office এ ঢুকেই মাথা হয়ে গেলো খালি
তাই stand up করে কিযে হাবিজাবি বলি
B R D ছাড়াই, শুরুতেই timeline
নিজেরই গলায় দড়ি, বসিয়েছি deadline
Jira তে লিখবো MOM, কিন্তু সে offline
বাড়ছে CR, কমছে আমার hairline
আমি বুঝিনা বুঝিনা, আমি বোঝাতে পারিনা
কত Grooming এ যেয়েও, কোনো কিছু তো জানিনা
কত UAT করেও, User কে চিনিনা
খাই Escalation, আমি বাড়ি তো ফিরিনা",9,0,
681cc412e0407d2029de33a4,American Mula,IQVIA Bangladesh,Negative,"This company is a disgusting, unethical dump. They treat workers like garbage, demanding instant expertise with zero support. Grace in England acts like a cruel slave owner, while the Bangladeshi director ignores the employees' suffering. HR is a nightmare—two hours late on day one, no weekends, and an India-based team threatens to blacklist you in Bangladesh. Pay raises are delayed, and they hire and fire for no reason. A toxic fraud that should be banned. Don’t join unless you want to be used and fired in months.",3,1,
681cc2cbe0407d2029de315e,Garments Factory,Reve Systems,Negative,"If you're a CS graduate and want to work in a garments factory, then you're reading the right story. This is one of the best desi garments factory you'll ever get into.
Pros:
Cons:
0. No cons",5,1,
681cc18be0407d2029de2f73,Worst company ever for Engineers,Truck Lagbe Ltd.,Negative,"Pros:
Cons:",4,0,
681cbcf3e0407d2029de291c,Outraged pressure,Sheba platform limited,Negative,Eto potential akta Tech team eder but jei pressure e rakhey prottekta employee k evabe tech culture cole na konodin.. Bishes kore CEO er vision ar execution process e onek jhamela. Ar jotodin Nazmul aka CTO thakbe ei Tech team konodin e balanced lifestyle lead korte parba na.,0,0,
681cbb1ee0407d2029de26d2,Best place to work if you're a NEET with zero talent,Orbitax Bangladesh Limited,,"Pros
Unlimited caffeine and food.
Sports room and a Play room with a PS5, perfect for decompressing after a hard day of eating, shitting, and editing JSON files.
Colleagues are (mostly) friendly.
Engineering? Optional. Most of the work involves tweaking JSONs until something “just works.” If you’re terrified of never making it in tech, getting in here is like securing permanent employment for life.
There’s this curious pattern where ex-employees leave, suddenly turn into brilliant engineers, and start makingseriousmoney elsewhere. Orbitax doesn’t exactly nurture talent; it just injects enough frustration to push people to go above and beyond, level up, and escape this charming little utopia.
Multiple annual trips, both localandinternational (only poor SEA countries). This serves as an effective distraction from the creeping realization that you're slowly settling into a life of overwork and quiet mediocrity.
Cons
Depending on your team lead, you may need to do some lightglazing(details redacted).
The codebase was designed by someone read Uncle Bob once and couldn't find a better outlet to unleash his newfound passion for over-engineering. Want to add a simple button? Sorry, you’ll need to navigate the Core™ library, a radioactive wasteland of Lovecraftian horror. (Pro Tip:Aim to position yourself in the golden mean within the company. Not bad enough to get blamed for everything, but not good enough to be trusted with touching this monstrosity of an abstraction layer).
Weekend work does happen occasionally (but they let you sleep it off later with a compensatory day off).",1,0,
681cbadfe0407d2029de268d,তপু নেওয়াজ এর SELES 2.0 গল্প,Brac IT,Negative,"এই গল্পে এমন একজন মানুষের নামে যিনি ওয়ার্ক কালচার ধংস করার জনক। চাপার জর দিয়ে চলে আর যেখানে যায় তার সিন্ডিকেট তৈরী করে, পারে না সুধু কোম্পানীর নাম ব্রাক আইটি বাদ দিয়ে SELIES 2.0 দিতে, মেধার কোন মুল্য নাই, তপুকে যত তেল দিতে পারবা তোমার বেতন তোতো বেশী।  তপু কোটায় চলছে যারা সব সুবিধা পাবে তারা, এরকম নোংরা রাজনীতি জীবনের প্রথম এক্সপেরিয়েন্স করছি।",9,1,
681cb3f6e0407d2029de1db0,ক্যারিয়ার  শুরুর জন্য ভালো,Appscode Ltd,,"ভালো দিক:
Kubernetes নিয়ে in-depth কাজ হয়, যা DevOps এর জন্য ভালো পথ তৈরি করে।
স্যালারি বাংলাদেশে তুলনায় অনেক ভালো।
ম্যাক্স মানুষরা Competitive Programming করে, তাই মেন্টালিটি প্রায় একইরকম।
বেশিরভাগ সময় কাজের স্বাধীনতা থাকে।
অফিস পলিটিক্স একেবারেই নেই।
খারাপ দিক:
ইঞ্জিনিয়ারিং টিমে ৪ বছরের অভিজ্ঞতাসম্পন্ন একজন সিনিয়রও নেই।
সিনিয়র হলে কাজের প্রেসার অনেক বেড়ে যায়।
দুপুরের খাবারের মান ওঠানামা করে।
বসের ব্যবহার মাঝে মাঝে অপ্রফেশনাল হয়।",5,0,
681cae28293ad62aed540ce5,খাজনার চেয়ে বাজনা বেশি (Fraud Alert!),CodeMoly,Negative,"Avoid this company at any cost if you don't want to destroy your career and living.
Don't be fooled by their appealing attire, office space and social coverage. Only people who worked with them know the reality.",2,0,
681cac7c293ad62aed540a4c,"Mental Gymnastics, Gaslighting & Surveillance – Welcome to the Jungle",WWW Engineers Ltd,Negative,"The company was founded by a couple who studied in India, worked there for a blink, then came back and decided to build a software ""company"" in Bangladesh—except they seem to have imported theworst parts of Indian tech culturewhile skipping anything remotely progressive.
Here, engineers are treated like factory workers with keyboards. Creativity? Respect? Career growth? Forget it. You're expected to nod, obey, and become emotionally numb.
The place runs on fear, manipulation, and a bizarre obsession with control. They’ll withhold your certificates, praise you one day and humiliate you the next—all carefully designed to keep you unstable and grateful just to exist. Classic psychological warfare, dressed as ""discipline.""
Top management? Basically a family reunion + high school friend group. If you're hoping for growth based on talent, better hope you’re also cool with doing their dirty work and becoming part of the bullying chain.
They're also elite-level liars—fluent in gaslighting. The rules? Ever-changing. Transparency? Non-existent. Tracking employee social media is standard, and theyactuallycount your bathroom breaks. If they could legally install cameras in the toilets, they probably would.
Most people still working there are suffering from full-blownStockholm Syndrome. It messes with your head, your confidence, and your ability to trust other workplaces again. I'm still recovering.
TL;DR:If you like freedom, growth, or mental peace—run. If you're into psychological abuse dressed up as a job, congratulations—you've found your people.",3,0,
681cac6b293ad62aed540a37,The only bad thing about Cefalo: you don’t want to leave Cefalo.,Cefalo,,"Cefalo chooses leads based on their actual leadership and technical qualities — not by oiling managers.
You can breathe here. The colleagues, the management, even our support staff — all are well-behaved, well-managed, and bring a full positive vibe.
Bottomless food — and they mean it! Cold drinks, ice cream, fruits, snacks, coffee, quality breakfast and lunch. If you stay after 8 PM for any reason, they’ll even provide dinner.
They pay extra if you need to work extra.
No issues when it comes to taking leave.
The salary range is one of the highest — if not the highest.
Special days like Mother’s Day, Father’s Day, or Boishakh are celebrated with special meals and sometimes gifts.
You can leave when your daily tasks are done.
No one will stop you if there’s an emergency — you’re always allowed to prioritize your family. The work-life balance is top-notch.
You’ll find the most supportive colleagues here.
They’ll fund your skill development.
You’ll get opportunities to share your learnings and ideas.
There’s always someone in the game room or on the rooftop to talk to and share your thoughts — a great way to beat boredom and loneliness.",23,3,
681cab5b293ad62aed540876,Best Company to Learn and Grow,Ollyo,,"Ollyo (previously known as JoomShaper too), is one of the finest companies in Bangladesh. I have worked for few years in the company. Their culture, learning and growth environment, quality of research and development is truly fantastic. I would not believe if anyone say negative about it, because I worked for a quality time there, and joined there with no reference from anyone from that company. They hired me from public openings. I am so glad that I worked in this company and got opportunity to work with some fantastic young people. I got a great CTO at my time, Nirjhor Anjum, a true Tech Guru and legend. He established agile scrum with PM processes fantastically in the organization, and we learned JIRA well at his time. I got a fantastic CEO, Kawshar Ahmed. There was another great UX Guru, Risat Rajin who made the designs live at his time. Especially, Kawshar Ahmed is such a talent who truly knows what he is making, and I admire him for that. I am glad that I learned a lot from the company that helped me to join my next company in a great role where I am working now. I wish all the best for the team.",1,0,
681ca8d3293ad62aed540490,The company that acts professional but operates unprofessionally.,Akij iBos,Negative,"আনপ্রফেশনাল ম্যানেজমেন্ট। গতবছর তারা ইউনিভার্সিটি এর ক্লাব গুলোর সাথে কোলাবোরেশন শুরু করে। তখন এদের সাথে পরিচয় হয়েছে। শুরুতে এরা অনেক মোটিভেশনাল ভাষণ দেয়। অনেক কিছু প্রমিজ করে। পরে গিয়ে দেখা যায় এরা খুবই আনপ্রফেশনাল। লিগ্যাল ডকুমেন্ট পোস্ট সবই চ্যাট জিপিটি দিয়ে করে। তার উপর ভুলে ভরা। এরা ইউনিভার্সিটি ক্লাব গুলিকে মার্কেটিং এর জন্য ব্যবহার করতে চেয়েছে। ইন রিটার্ন কোনো ভ্যালু প্রোভাইড করতে পারে নাই।
কিছুদিন আগে মেন্টরশিপ প্রোগ্রাম করে। তারপর সেখানে ইন্টার্নশিপ এরও অফার দেখায়। কিন্তু তারপর ভ্যানিশ!!! কোনো ইন্টার্নশিপ হয় নাই।",5,0,
681ca45b293ad62aed53fe33,Join at your own risk,STITBD,Negative,,0,0,
681ca39f293ad62aed53fcfa,বেতন দেয়  না আটকে রাখে আর সিইও নিজেরে পন্ডিত মনে,Acnoo.com,Negative,"কোম্পানির সিইও Md. Shahidul islam সব বুঝা সমসের।  কর্মীদের সাথে অকারণে  চিৎকার-চেঁচামেচি করে । তিনি জুম আউট করে রেস্পন্সিভ পরীক্ষা করেন, তারপর ছবির প্রস্থ এবং উচ্চতা ঠিক করে রেস্পন্সিভ পরীক্ষা করেন। উনি যে কি  করতে চান নিজেও জানেনা।  যদি কেউ পদত্যাগ করার সিদ্ধান্ত নেন, তিনি সেই কর্মচারীর গত মাসের বেতন দেন না । যদি কেউ অসুস্থ হন, তাহলে তিনি কর্মচারীকে না জানিয়ে বেতন কেটে নেন। আর যখন তখন Figma design পরিবর্তন করেন developer ও জানেনা পরে যখন সাইট change হয়ে গেলে API  change করতে করতে ডেভেলপার বলে একই কাজ বার বার করেন কি কাজ করনে সময় নষ্ট টাকা নষ্ট। কোন Methodology Follow করেন না ওনার কাছে Figma ই সব ।",0,0,
681ca361293ad62aed53fc93,A green product based tech company turned into a politicians den,Hishabee Technologies Limited,Negative,"Though massive number of politicians are left the organization but still this company failed to backing its pace.
If you're a fresh and want to start your career as sales person , marketing person or customer supporter then you can join there as a intern to learn something whereas don't come here if you're starting your career as a technical person.",2,1,
681ca25b293ad62aed53fb11,Working at Softwrd Limited,Softwrd,,"High salary ranges compared to industry standards.
Friendly and supportive work environment with collaborative colleagues.
Large office with free food, tea, and snacks.
Flexible hybrid work options, including fully remote roles.",3,0,
681ca115293ad62aed53f90b,Heartfelt Appreciation for Jakir Hasan CEO of WPXPO,https://www.wpxpo.com/,,"Jakir Hasan, CEO of WPXPO, is a truly wonderful person. I deeply appreciate his humble nature and friendly behavior. It’s always a pleasure to connect with genuine and kind-hearted people like him. Wishing him continued success in everything he does.",1,0,
681c9deb293ad62aed53f2d7,Very Bad Company,Dreamerz Lab Ltd.,Negative,"৬ মাসের ইন্টার্নশিপ করে, কোম্পানি দেওয়া সিইও নিজেই বলে যে সেও এক সময় চাকরি করতো। কেউ যদি ছেড়ে দিতে চায়, তাহলে শেষ মাসের বেতন, এক্সপেরিয়েন্স সার্টিফিকেট—কিছুই দেবে না। ব্যাঙ্ক অ্যাকাউন্ট নেই, আইসিটি ডিভিশনের প্রজেক্ট নিয়ে শুধু করে টাকা তোলার ব্যবসা করছে।",0,0,
681c9db6293ad62aed53f274,The Best Experience of My Career So Far,FRIENDS CORP.,,"My experience as a Senior Software Engineer at my current company, Friends Corps, has been the best compared to all my previous workplaces. I’m truly satisfied with my role here.
When it comes to management, I have to highlight Mohammad Monir Hossain, the Country Director of Bangladesh. He is the best boss I’ve ever had — not just a leader, but one of the greatest mentors in my life.",5,0,
681c9cee293ad62aed53f103,"Bad Management ( ডেভেলপারদের সাথে চিল্লা চিল্লি করে , ভালো ডেভেলপার বেশি দিন জব করে না। )",WWW Engineers Ltd,Negative,"Fresher nia output onk chay , abr salary o kom. Team lead o ase kisu sagol type.
Na bujhe chillay",1,0,
681c9cc9293ad62aed53f0d5,A good startup software company,IT 360,,This is good for fresher. And there ceo is super friendly with employees.,1,0,
681c9b5c293ad62aed53edd0,Software Quality Assurance Engineer,Pubali Bank PLC,Negative,"Pros:
1. Secured job
2. Satisfying working environment
3. Salary disbursed on time.
Cons:
1. Very slow promotion criteria
2. Nepotism
3. Some general managers owned his division as the division is his fathers property.",1,1,
681c9991293ad62aed53e9ca,"Working for more than three years, all good",Craftsmen,,"It's a very nice place to work, speically the team I work for. Good Salary, food , perks, collegues.
One of the nicest thing about craftsmen is it's CEO Azad bhai. Very humble person. Professioanl approach towards everything.
when the mass layoff was happening worldwide, He came into our room and said if craftsmen ever need to layoff , he'll let us know 2-3 months earlier. The layoff never happened. However, It's this approach what makes him and his company truly unique.
At every increment, he sits with you to discuss the increment. Jodio amake expected ta dei nai xD, but this opportunity  is very nice. Most companies would just throw an email.
Of course , it might have it's flaws, but i haven't noticed any yet.",9,0,
681c98f1293ad62aed53e837,Not 🚫 for Muslim engineers,BRAC IT,Negative,Only banking and microfinance products. More than 80% people are disbelievers and even anti-islamic mentality including 2 CTOs.,9,3,
681c97ce293ad62aed53e59f,"ফ্রিল্যান্সিং নয়, বন্দিত্ব: অফিসের বিষাক্ত সংস্কৃতি ও হারানো ব্যক্তিগত জীবন",Scaleup Ads Agency (a company of BDcalling.),Negative,"আমি এই কোম্পানিতে কিছু সময় কাজ করেছি এবং আমার অভিজ্ঞতা মোটেও ভালো ছিল না।
এখানে কারো কোনো পারসোনাল জীবন নাই । কোম্পানির কর্মকর্তারা মনে করে যে , একটা মানুষ সপ্তাহে ৭ দিন কোড করতে পারে টানা । রাতে ২/৩ টার সময় ওরা ফোন দিয়ে বলে ক্লায়েন্ট আসবে , আসে মিনিং করো । রাতে যে মিনিং করলাম এটার জন্য পরের দিন ৩০ মিনিট লেট করে আসতে বলে । যখন একটা প্রজেক্ট ক্যান্সেল যায় , সব দোষ ডেভেলপারদের উপর দেয় । এরা কখনোই আপনার ইফোর্ট দেখবে না ।AGM থেকে শুরু করে যারা দ্বায়িত্বে আছে সবার আচার ব্যবহার চামারের মতোন । বিশেষ করে , বিজনেস ডেভেলপলমেন্টের রনি , ওনার ব্যবহার অত্যান্ত খারাপ । এমন ভাব নেয় যে , উনিই সব । তারা এটা মনে করে যে, BDCALLING  থেকে ভালো কোনো কোম্পানি নাই 🤣।এদের কাছে ছুটি বলতে কিছুই নাই । দিন রাত কাজ করিয়ে নিবে কিন্তু ছুটি দিবে না । মজার বিষয় কি জানেন?? প্রতি মাসের ২১ তারিখের পর সব ছুটি বাদ দিয়ে দিবে । যাষ্ট কামলা খাটায় । এখান থেকে শিখার কিছু নাই। কেউ যদি নিজের স্কিল ধ্বংস করতে যায় Welcome to BDcalling It . 😊আরো মজার বিষয় হলো , ঈদের ছুটি মাত্র ৩ দিন ( তাও চাপে পরে দেয় ) । কোনো ধরনের নিয়ম মানে না । কথায় কথায় লেবার ল এর কথা বলে , কিন্তু মানে না 👎এদের নিজস্ব সেলস আছে , প্রতিটা সেলস মেম্বার কোনো কিছু বুঝে না । সেলস মেম্বাররা ডেভেলপারদের কিভাবে কোড করতে হবে সেটা শেখায় 😆। আর কি সব প্রজেক্ট নামায় যা বলার ভাষা নাই ।  po**rn site বানাতে হবে এমন প্রজেক্টেও আমার কাজ করতে হয়েছে । যদি কেউ মানা করে দেয়, এমন প্রজেক্ট করবো না , তারা ফোর্স করে । এদের কাছে কোনো ইথিক্যাল ব্যাপার নাই ।ইসলামিক কোনো বিষয় এটা মানে না । এদের কাছে সব হালাল । যদি কেউ কিছু বলে তখন বলে , এসব কোম্পানি বুঝবে ।৯ টা থেকে শুরু করে ৬ টা পর্যন্ত কাজ করায় এমন ভাবার কোনো কারণ নাই । এরা রাত ৯টা ,১০টা পর্যন্ত কাজ করিয়ে নেয় ।এদের ভালো একটা দিক আছে বেতন ঠিক ভাবে দেয় ।কেউ যদি নিজের ক্যারিয়ার না নষ্ট করতে চান তাইলে bdcalling এড়িয়ে চলেন । নিজের জীবন বলতে কিচ্ছুই থাকবে না ।বিঃদ্রঃ এটা কোনো software company না । কোনো কিছু শেখার কিচ্ছু নাই ।",2,1,
681c976a293ad62aed53e4cb,BRAC IT তে একটা সুবিধা পেতে পারেন,BRAC IT,,"ইঞ্জিনিয়ার আপনারা যারা ড্রিংকস পছন্দ করেন, চলে আসুন আমাদের ব্র্যাক আইটি তে। আমি কল্লোল রাজন মিনহাজ ব্যবস্থা করি প্রতি সপ্তাহের শেষে। মাঝে মাঝে BRAC CDM সাভার গিয়ে এনজয় করতে পারবেন। ভালো লাগবে",1,14,
681c9746293ad62aed53e487,Thriving in Balance: My Journey to a Healthier Work Culture at FC (FRIENDS CORP.),FRIENDS CORP.,,"In my 6 years of career lifespan, I’ve got the chance to work in 4 different, small to big, companies and have experienced different work cultures. After working here in FC (FRIENDS CORP.) as a Senior Software Engineer Position for the last 2 years I see how different it is and I couldn't imagine working in such a fantastic work–life balance culture, where I could spend more time with my family, and friends and on my hobbies while working remotely from home here in Bangladesh.
What truly sets FC (FRIENDS CORP.) apart is the incredible leadership behind it. I’m deeply grateful to our management team for not only creating a supportive and flexible environment, but also for genuinely caring about the well-being and growth of every employee. Their thoughtful approach and consistent encouragement make it possible for us to thrive both professionally and personally. I feel proud and fortunate to be part of such a forward-thinking and compassionate organization.",3,0,
681c971c293ad62aed53e42c,Xsellence Bangladesh Limited-এর একজন গর্বিত কর্মী হিসেবে আমি সত্যিই আনন্দিত।,Xsellence Bangladesh Limited,,"এখানে পেশাদার পরিবেশ, টিমওয়ার্ক এবং শেখার দারুণ সুযোগ রয়েছে, যা আমাকে প্রতিনিয়ত আরও ভালো করার অনুপ্রেরণা দেয়। কোম্পানির নেতৃত্ব সব সময় আমাদের পাশে থাকে, নতুন কিছু শিখতে, দক্ষতা বাড়াতে এবং চ্যালেঞ্জ নিতে উৎসাহ দেয়।
এখানে কাজ করতে গিয়ে আমি বাস্তব প্রজেক্টে কাজ করার অভিজ্ঞতা পাচ্ছি, ক্লায়েন্টের চাহিদা বোঝা শিখছি এবং cutting-edge টেকনোলজি নিয়ে কাজ করছি। কোম্পানির শক্তিশালী ভিশন, উদ্ভাবনী কাজের ধারা এবং গ্রাহকসেবা সত্যিই প্রশংসনীয়।
আমি গর্বিত যে এমন একটি অসাধারণ টিমের অংশ হতে পেরেছি, যেখানে প্রতিটি সদস্যের অবদানকে সম্মান করা হয় এবং একসাথে আমরা ভবিষ্যতে আরও বড় সাফল্য অর্জন করতে চাই।",1,0,
681c96d3293ad62aed53e384,DSi is a good place to work,DSi,,"DSi is a classic software company in Bangladesh with a flexible work environment. You can grow fast if you push yourself, or work comfortably at your own pace. The company has great learning resources and expert engineers, and knowledge sharing is a big part of the culture.
The top three leaders are highly skilled software engineers, making the whole environment very developer-friendly. Recently, DSi introduced an engineering manager layer, so the management side is growing and improving. While there were some management gaps before, they’re being addressed now.
Other facilities are being added, though snacks, lunch are a bit expensive. Salaries are always on time. Like any company, DSi has had ups and downs, but the last five years showed strong growth, and now it’s in a stable phase—soon expected to grow again, InshaAllah.
It’s a fresher-friendly approach and gives newcomers flexibility early on. Overall, DSi is a good place to work in the Bangladeshi tech scene",1,11,
